/********** 初始化计算参数设置记录 ***********/
Workpiece :120 * 240
updie's velocity :(vx,vy) 0  10
The number of nodes:  91
The number of faces:  144
u0:  0.0001
uf:  0.1
Incritime: 0.24
strainv0: 0.0001
AlphaMF:  2.4e+007
steps: 80
————————————————————
Trimesh_vertexID   Tri_vertex_x_y   Tri_vertex_vx_vy   Tri_vertex_effstrain_effstress
step id: 1
81 88 87   80 220 80 240 60 240   1.60458 0.773765 1.55803 0 1.18137 0   0.00930694 48.7155 0.0092621 48.6839 0.0118038 50.2919 
73 66 74   60 200 60 180 80 200   1.24625 1.59177 1.27112 2.41627 1.64506 1.56956   0.0109099 49.7639 0.0101637 49.2937 0.010726 49.6507 
67 68 74   80 180 100 180 80 200   1.67759 2.38547 2.0767 2.3527 1.64506 1.56956   0.0122317 50.5324 0.0106353 49.5942 0.010726 49.6507 
66 73 72   60 180 60 200 40 200   1.27112 2.41627 1.24625 1.59177 0.840981 1.61686   0.0101637 49.2937 0.0109099 49.7639 0.00996377 49.1627 
54 61 60   100 140 100 160 80 160   2.14088 4.00925 2.11712 3.17188 1.70741 3.21653   0.0101322 49.2732 0.0099499 49.1535 0.00895734 48.4662 
61 54 55   100 160 100 140 120 140   2.11712 3.17188 2.14088 4.00925 2.55467 3.95533   0.0099499 49.1535 0.0101322 49.2732 0.0101588 49.2905 
68 61 62   100 180 100 160 120 160   2.0767 2.3527 2.11712 3.17188 2.51693 3.12876   0.0106353 49.5942 0.0099499 49.1535 0.010376 49.4305 
61 68 67   100 160 100 180 80 180   2.11712 3.17188 2.0767 2.3527 1.67759 2.38547   0.0099499 49.1535 0.0106353 49.5942 0.0122317 50.5324 
55 62 61   120 140 120 160 100 160   2.55467 3.95533 2.51693 3.12876 2.11712 3.17188   0.0101588 49.2905 0.010376 49.4305 0.0099499 49.1535 
62 69 68   120 160 120 180 100 180   2.51693 3.12876 2.46586 2.32347 2.0767 2.3527   0.010376 49.4305 0.00960667 48.9228 0.0106353 49.5942 
54 47 55   100 140 100 120 120 140   2.14088 4.00925 2.15507 4.85836 2.55467 3.95533   0.0101322 49.2732 0.00779844 47.5747 0.0101588 49.2905 
68 69 76   100 180 120 180 120 200   2.0767 2.3527 2.46586 2.32347 2.41663 1.53181   0.0106353 49.5942 0.00960667 48.9228 0.00940191 48.7818 
75 82 81   100 200 100 220 80 220   2.03526 1.55333 1.98611 0.768607 1.60458 0.773765   0.00938636 48.771 0.00899393 48.4926 0.00930694 48.7155 
